ACC,PREC,REC,EPC,F1,AUC,DATASETNAME,ERRTYPE,ERRPERC,FEATTYPE,FEATNAME,MODELNAME,MODELTYPE
0.7467,0.5833,0.175,,0.2692,0.4397,transfusion.csv,Missing,0.2,continue,Monetary (c.c. blood),Ada Boost Classifier,Ensemble Tree
0.7667,0.6087,0.35,,0.4444,0.3961,transfusion.csv,Missing,0.2,continue,Monetary (c.c. blood),Random Forest Classifier,Ensemble Tree
0.7267,0.4783,0.275,,0.3492,0.4575,transfusion.csv,Missing,0.2,continue,Monetary (c.c. blood),Extra Tree Classifier,Single Tree
0.6933,0.4062,0.325,,0.3611,0.461,transfusion.csv,Missing,0.2,continue,Monetary (c.c. blood),Gaussian Process Classifier,Probabilistic
0.76,0.5667,0.425,,0.4857,0.5317,transfusion.csv,Missing,0.2,continue,Monetary (c.c. blood),Decision Tree Classifier,Single Tree
0.7333,0.0,0.0,,0.0,0.0,transfusion.csv,Missing,0.2,continue,Monetary (c.c. blood),SGD Classifier,Linear
0.7733,1.0,0.15,,0.2609,0.2535,transfusion.csv,Missing,0.4,continue,Monetary (c.c. blood),Logistic Regression,Linear
0.7467,0.6667,0.1,,0.1739,0.4431,transfusion.csv,Missing,0.4,continue,Monetary (c.c. blood),Support Vector Machine,Linear
0.7733,1.0,0.15,,0.2609,0.253,transfusion.csv,Missing,0.4,continue,Monetary (c.c. blood),Linear Discriminant Analysis,Linear
0.7533,1.0,0.075,,0.1395,0.0,transfusion.csv,Missing,0.4,continue,Monetary (c.c. blood),Ridge Classifier,Linear
0.7333,0.0,0.0,,0.0,0.5,transfusion.csv,Missing,0.4,continue,Monetary (c.c. blood),Dummy Classifier,Heuristic based
0.7667,0.6087,0.35,,0.4444,0.4307,transfusion.csv,Missing,0.4,continue,Monetary (c.c. blood),Gaussian Naive Bayes,Probabilistic
0.78,0.8889,0.2,,0.3265,0.3411,transfusion.csv,Missing,0.4,continue,Monetary (c.c. blood),Quadratic Discriminant Analysis,Probabilistic
0.78,0.7333,0.275,,0.4,0.2968,transfusion.csv,Missing,0.4,continue,Monetary (c.c. blood),Cat Boost Classifier,Ensemble Tree
0.74,0.5333,0.2,,0.2909,0.4158,transfusion.csv,Missing,0.4,continue,Monetary (c.c. blood),K-Neighborg Classifier,Neighborg based
0.7733,0.6667,0.3,,0.4138,0.3768,transfusion.csv,Missing,0.4,continue,Monetary (c.c. blood),Gradient Boosting Classifier,Ensemble Tree
0.7333,0.0,0.0,,0.0,0.5877,transfusion.csv,Missing,0.4,continue,Monetary (c.c. blood),MLP Classifier,Neural Networks
0.74,0.5185,0.35,,0.4179,0.432,transfusion.csv,Missing,0.4,continue,Monetary (c.c. blood),Extra Tree Classifier,Single Tree
0.7667,0.6923,0.225,,0.3396,0.4283,transfusion.csv,Missing,0.4,continue,Monetary (c.c. blood),Ada Boost Classifier,Ensemble Tree
0.78,0.64,0.4,,0.4923,0.4059,transfusion.csv,Missing,0.4,continue,Monetary (c.c. blood),Random Forest Classifier,Ensemble Tree
0.7,0.4194,0.325,,0.3662,0.4522,transfusion.csv,Missing,0.4,continue,Monetary (c.c. blood),Gaussian Process Classifier,Probabilistic
0.7333,0.5,0.4,,0.4444,0.5211,transfusion.csv,Missing,0.4,continue,Monetary (c.c. blood),Decision Tree Classifier,Single Tree
0.7333,0.0,0.0,,0.0,0.0,transfusion.csv,Missing,0.4,continue,Monetary (c.c. blood),SGD Classifier,Linear
0.7733,0.875,0.175,,0.2917,0.2713,transfusion.csv,Missing,0.6,continue,Monetary (c.c. blood),Logistic Regression,Linear
0.78,0.7059,0.3,,0.4211,0.4614,transfusion.csv,Missing,0.6,continue,Monetary (c.c. blood),Quadratic Discriminant Analysis,Probabilistic
0.7733,1.0,0.15,,0.2609,0.0,transfusion.csv,Missing,0.6,continue,Monetary (c.c. blood),Ridge Classifier,Linear
0.7867,1.0,0.2,,0.3333,0.2766,transfusion.csv,Missing,0.6,continue,Monetary (c.c. blood),Linear Discriminant Analysis,Linear
0.7333,0.0,0.0,,0.0,0.5,transfusion.csv,Missing,0.6,continue,Monetary (c.c. blood),Dummy Classifier,Heuristic based
0.7867,0.7,0.35,,0.4667,0.2958,transfusion.csv,Missing,0.6,continue,Monetary (c.c. blood),Cat Boost Classifier,Ensemble Tree
0.7533,0.8,0.1,,0.1778,0.3994,transfusion.csv,Missing,0.6,continue,Monetary (c.c. blood),Support Vector Machine,Linear
0.7533,0.5652,0.325,,0.4127,0.3794,transfusion.csv,Missing,0.6,continue,Monetary (c.c. blood),Gradient Boosting Classifier,Ensemble Tree
0.76,0.54,0.675,,0.6,0.4752,transfusion.csv,Missing,0.6,continue,Monetary (c.c. blood),MLP Classifier,Neural Networks
0.72,0.4688,0.375,,0.4167,0.4924,transfusion.csv,Missing,0.6,continue,Monetary (c.c. blood),Gaussian Naive Bayes,Probabilistic
0.7667,0.6316,0.3,,0.4068,0.4405,transfusion.csv,Missing,0.6,continue,Monetary (c.c. blood),Ada Boost Classifier,Ensemble Tree
0.74,0.5263,0.25,,0.339,0.426,transfusion.csv,Missing,0.6,continue,Monetary (c.c. blood),K-Neighborg Classifier,Neighborg based
0.7,0.4242,0.35,,0.3836,0.4575,transfusion.csv,Missing,0.6,continue,Monetary (c.c. blood),Gaussian Process Classifier,Probabilistic
0.7533,0.5429,0.475,,0.5067,0.3669,transfusion.csv,Missing,0.6,continue,Monetary (c.c. blood),Random Forest Classifier,Ensemble Tree
0.76,0.5588,0.475,,0.5135,0.4214,transfusion.csv,Missing,0.6,continue,Monetary (c.c. blood),Extra Tree Classifier,Single Tree
0.72,0.4706,0.4,,0.4324,0.5273,transfusion.csv,Missing,0.6,continue,Monetary (c.c. blood),Decision Tree Classifier,Single Tree
0.7333,0.0,0.0,,0.0,0.0,transfusion.csv,Missing,0.6,continue,Monetary (c.c. blood),SGD Classifier,Linear
0.7667,0.6923,0.225,,0.3396,0.3098,transfusion.csv,Missing,0.8,continue,Monetary (c.c. blood),Cat Boost Classifier,Ensemble Tree
0.7333,0.0,0.0,,0.0,0.2781,transfusion.csv,Missing,0.8,continue,Monetary (c.c. blood),Linear Discriminant Analysis,Linear
0.7,0.2727,0.075,,0.1176,0.3851,transfusion.csv,Missing,0.8,continue,Monetary (c.c. blood),Ada Boost Classifier,Ensemble Tree
0.7333,0.0,0.0,,0.0,0.2898,transfusion.csv,Missing,0.8,continue,Monetary (c.c. blood),Logistic Regression,Linear
0.7333,0.0,0.0,,0.0,0.0,transfusion.csv,Missing,0.8,continue,Monetary (c.c. blood),Ridge Classifier,Linear
0.7333,0.0,0.0,,0.0,0.5,transfusion.csv,Missing,0.8,continue,Monetary (c.c. blood),Dummy Classifier,Heuristic based
0.7333,0.0,0.0,,0.0,0.3852,transfusion.csv,Missing,0.8,continue,Monetary (c.c. blood),Quadratic Discriminant Analysis,Probabilistic
0.76,0.6667,0.2,,0.3077,0.3805,transfusion.csv,Missing,0.8,continue,Monetary (c.c. blood),Gradient Boosting Classifier,Ensemble Tree
0.7333,0.0,0.0,,0.0,0.4052,transfusion.csv,Missing,0.8,continue,Monetary (c.c. blood),Support Vector Machine,Linear
0.7333,0.0,0.0,,0.0,0.3626,transfusion.csv,Missing,0.8,continue,Monetary (c.c. blood),Gaussian Naive Bayes,Probabilistic
0.7,0.3333,0.125,,0.1818,0.5065,transfusion.csv,Missing,0.8,continue,Monetary (c.c. blood),K-Neighborg Classifier,Neighborg based
0.7133,0.4118,0.175,,0.2456,0.2886,transfusion.csv,Missing,0.8,continue,Monetary (c.c. blood),MLP Classifier,Neural Networks
0.7333,0.5,0.275,,0.3548,0.3789,transfusion.csv,Missing,0.8,continue,Monetary (c.c. blood),Extra Tree Classifier,Single Tree
0.7467,0.5556,0.25,,0.3448,0.3542,transfusion.csv,Missing,0.8,continue,Monetary (c.c. blood),Random Forest Classifier,Ensemble Tree
0.72,0.4286,0.15,,0.2222,0.4066,transfusion.csv,Missing,0.8,continue,Monetary (c.c. blood),Gaussian Process Classifier,Probabilistic
0.7067,0.4231,0.275,,0.3333,0.4914,transfusion.csv,Missing,0.8,continue,Monetary (c.c. blood),Decision Tree Classifier,Single Tree
0.3,0.2759,1.0,0.7071,0.4324,0.0,transfusion.csv,Missing,0.8,continue,Monetary (c.c. blood),SGD Classifier,Linear
0.7933,0.7647,0.325,,0.4561,0.3123,transfusion.csv,Missing,0.2,continue,Time (months),Cat Boost Classifier,Ensemble Tree
0.78,1.0,0.175,,0.2979,0.2681,transfusion.csv,Missing,0.2,continue,Time (months),Linear Discriminant Analysis,Linear
0.7667,0.8571,0.15,,0.2553,0.2633,transfusion.csv,Missing,0.2,continue,Time (months),Logistic Regression,Linear
0.7733,1.0,0.15,,0.2609,0.0,transfusion.csv,Missing,0.2,continue,Time (months),Ridge Classifier,Linear
0.7333,0.0,0.0,,0.0,0.5,transfusion.csv,Missing,0.2,continue,Time (months),Dummy Classifier,Heuristic based
0.7467,0.625,0.125,,0.2083,0.4558,transfusion.csv,Missing,0.2,continue,Time (months),Support Vector Machine,Linear
0.7933,0.7647,0.325,,0.4561,0.4295,transfusion.csv,Missing,0.2,continue,Time (months),Gaussian Naive Bayes,Probabilistic
0.76,0.5714,0.4,,0.4706,0.4168,transfusion.csv,Missing,0.2,continue,Time (months),Random Forest Classifier,Ensemble Tree
0.78,0.6842,0.325,,0.4407,0.3983,transfusion.csv,Missing,0.2,continue,Time (months),Gradient Boosting Classifier,Ensemble Tree
0.7067,0.4231,0.275,,0.3333,0.4424,transfusion.csv,Missing,0.2,continue,Time (months),Extra Tree Classifier,Single Tree
0.7867,0.7222,0.325,,0.4483,0.3277,transfusion.csv,Missing,0.2,continue,Time (months),Ada Boost Classifier,Ensemble Tree
0.7133,0.44,0.275,,0.3385,0.3557,transfusion.csv,Missing,0.2,continue,Time (months),K-Neighborg Classifier,Neighborg based
0.6933,0.4062,0.325,,0.3611,0.4784,transfusion.csv,Missing,0.2,continue,Time (months),Gaussian Process Classifier,Probabilistic
0.7333,0.0,0.0,,0.0,0.4569,transfusion.csv,Missing,0.2,continue,Time (months),MLP Classifier,Neural Networks
0.7333,0.5,0.375,,0.4286,0.5317,transfusion.csv,Missing,0.2,continue,Time (months),Decision Tree Classifier,Single Tree
0.52,0.3491,0.925,,0.5068,0.0,transfusion.csv,Missing,0.2,continue,Time (months),SGD Classifier,Linear
0.7467,0.6,0.15,,0.24,0.5045,transfusion.csv,Missing,0.2,continue,Time (months),Quadratic Discriminant Analysis,Probabilistic
0.7867,0.7857,0.275,,0.4074,0.3139,transfusion.csv,Missing,0.4,continue,Time (months),Cat Boost Classifier,Ensemble Tree
0.7267,0.4762,0.25,,0.3279,0.4022,transfusion.csv,Missing,0.4,continue,Time (months),K-Neighborg Classifier,Neighborg based
0.7733,0.6875,0.275,,0.3929,0.3872,transfusion.csv,Missing,0.4,continue,Time (months),Gradient Boosting Classifier,Ensemble Tree
0.7667,1.0,0.125,,0.2222,0.0,transfusion.csv,Missing,0.4,continue,Time (months),Ridge Classifier,Linear
0.7333,0.0,0.0,,0.0,0.5,transfusion.csv,Missing,0.4,continue,Time (months),Dummy Classifier,Heuristic based
0.7733,1.0,0.15,,0.2609,0.258,transfusion.csv,Missing,0.4,continue,Time (months),Logistic Regression,Linear
0.7067,0.4333,0.325,,0.3714,0.4686,transfusion.csv,Missing,0.4,continue,Time (months),Extra Tree Classifier,Single Tree
0.72,0.0,0.0,,0.0,0.2982,transfusion.csv,Missing,0.4,continue,Time (months),MLP Classifier,Neural Networks
0.7733,1.0,0.15,,0.2609,0.2575,transfusion.csv,Missing,0.4,continue,Time (months),Linear Discriminant Analysis,Linear
0.7467,0.625,0.125,,0.2083,0.404,transfusion.csv,Missing,0.4,continue,Time (months),Support Vector Machine,Linear
0.7533,0.5882,0.25,,0.3509,0.4276,transfusion.csv,Missing,0.4,continue,Time (months),Gaussian Naive Bayes,Probabilistic
0.74,0.5185,0.35,,0.4179,0.4366,transfusion.csv,Missing,0.4,continue,Time (months),Random Forest Classifier,Ensemble Tree
0.6867,0.3871,0.3,,0.338,0.4775,transfusion.csv,Missing,0.4,continue,Time (months),Gaussian Process Classifier,Probabilistic
0.7533,0.6364,0.175,,0.2745,0.4186,transfusion.csv,Missing,0.4,continue,Time (months),Ada Boost Classifier,Ensemble Tree
0.7067,0.4474,0.425,,0.4359,0.5493,transfusion.csv,Missing,0.4,continue,Time (months),Decision Tree Classifier,Single Tree
0.7333,0.0,0.0,,0.0,0.0,transfusion.csv,Missing,0.4,continue,Time (months),SGD Classifier,Linear
0.7133,0.2857,0.05,,0.0851,0.4919,transfusion.csv,Missing,0.4,continue,Time (months),Quadratic Discriminant Analysis,Probabilistic
0.7933,0.7143,0.375,,0.4918,0.3095,transfusion.csv,Missing,0.6,continue,Time (months),Cat Boost Classifier,Ensemble Tree
0.7467,1.0,0.05,,0.0952,0.0,transfusion.csv,Missing,0.6,continue,Time (months),Ridge Classifier,Linear
0.7733,1.0,0.15,,0.2609,0.2509,transfusion.csv,Missing,0.6,continue,Time (months),Linear Discriminant Analysis,Linear
0.7333,0.0,0.0,,0.0,0.5,transfusion.csv,Missing,0.6,continue,Time (months),Dummy Classifier,Heuristic based
0.72,0.45,0.225,,0.3,0.4369,transfusion.csv,Missing,0.6,continue,Time (months),K-Neighborg Classifier,Neighborg based
0.7333,0.0,0.0,,0.0,0.4778,transfusion.csv,Missing,0.6,continue,Time (months),MLP Classifier,Neural Networks
0.7333,0.5,0.25,,0.3333,0.3693,transfusion.csv,Missing,0.6,continue,Time (months),Gradient Boosting Classifier,Ensemble Tree
0.7667,1.0,0.125,,0.2222,0.256,transfusion.csv,Missing,0.6,continue,Time (months),Logistic Regression,Linear
0.7467,0.5385,0.35,,0.4242,0.481,transfusion.csv,Missing,0.6,continue,Time (months),Extra Tree Classifier,Single Tree
0.7133,0.4545,0.375,,0.411,0.4862,transfusion.csv,Missing,0.6,continue,Time (months),Gaussian Process Classifier,Probabilistic
0.7667,0.6087,0.35,,0.4444,0.4336,transfusion.csv,Missing,0.6,continue,Time (months),Random Forest Classifier,Ensemble Tree
0.76,0.8333,0.125,,0.2174,0.3653,transfusion.csv,Missing,0.6,continue,Time (months),Support Vector Machine,Linear
0.7467,0.5455,0.3,,0.3871,0.4332,transfusion.csv,Missing,0.6,continue,Time (months),Gaussian Naive Bayes,Probabilistic
0.76,0.6111,0.275,,0.3793,0.3605,transfusion.csv,Missing,0.6,continue,Time (months),Ada Boost Classifier,Ensemble Tree
0.76,0.5714,0.4,,0.4706,0.5493,transfusion.csv,Missing,0.6,continue,Time (months),Decision Tree Classifier,Single Tree
0.7333,0.0,0.0,,0.0,0.0,transfusion.csv,Missing,0.6,continue,Time (months),SGD Classifier,Linear
0.7133,0.2,0.025,,0.0444,0.5,transfusion.csv,Missing,0.6,continue,Time (months),Quadratic Discriminant Analysis,Probabilistic
0.74,1.0,0.025,,0.0488,0.0,transfusion.csv,Missing,0.8,continue,Time (months),Ridge Classifier,Linear
0.7333,0.0,0.0,,0.0,0.5,transfusion.csv,Missing,0.8,continue,Time (months),Dummy Classifier,Heuristic based
0.7467,1.0,0.05,,0.0952,0.3466,transfusion.csv,Missing,0.8,continue,Time (months),Support Vector Machine,Linear
0.76,0.6,0.3,,0.4,0.4208,transfusion.csv,Missing,0.8,continue,Time (months),Gradient Boosting Classifier,Ensemble Tree
0.78,0.7333,0.275,,0.4,0.3172,transfusion.csv,Missing,0.8,continue,Time (months),Cat Boost Classifier,Ensemble Tree
0.76,0.8333,0.125,,0.2174,0.2718,transfusion.csv,Missing,0.8,continue,Time (months),Linear Discriminant Analysis,Linear
0.7267,0.4762,0.25,,0.3279,0.4226,transfusion.csv,Missing,0.8,continue,Time (months),K-Neighborg Classifier,Neighborg based
0.7533,0.7143,0.125,,0.2128,0.2766,transfusion.csv,Missing,0.8,continue,Time (months),Logistic Regression,Linear
0.7333,0.0,0.0,,0.0,0.5335,transfusion.csv,Missing,0.8,continue,Time (months),MLP Classifier,Neural Networks
0.7467,0.55,0.275,,0.3667,0.4217,transfusion.csv,Missing,0.8,continue,Time (months),Extra Tree Classifier,Single Tree
0.7333,0.5,0.175,,0.2593,0.3392,transfusion.csv,Missing,0.8,continue,Time (months),Ada Boost Classifier,Ensemble Tree
0.7867,0.9,0.225,,0.36,0.327,transfusion.csv,Missing,0.8,continue,Time (months),Gaussian Naive Bayes,Probabilistic
0.76,0.5909,0.325,,0.4194,0.4016,transfusion.csv,Missing,0.8,continue,Time (months),Random Forest Classifier,Ensemble Tree
0.7333,0.5,0.225,,0.3103,0.5355,transfusion.csv,Missing,0.8,continue,Time (months),Decision Tree Classifier,Single Tree
0.7333,0.5,0.35,,0.4118,0.4465,transfusion.csv,Missing,0.8,continue,Time (months),Gaussian Process Classifier,Probabilistic
0.2867,0.2721,1.0,,0.4278,0.0,transfusion.csv,Missing,0.8,continue,Time (months),SGD Classifier,Linear
0.7067,0.375,0.15,,0.2143,0.5091,transfusion.csv,Missing,0.8,continue,Time (months),Quadratic Discriminant Analysis,Probabilistic
0.7333,0.5,0.1,,0.1667,0.3689,transfusion.csv,DuplicatedAll,0.2,target,whether he/she donated blood in March 2007,Support Vector Machine,Linear
0.7733,0.8,0.2,,0.32,0.2944,transfusion.csv,DuplicatedAll,0.2,target,whether he/she donated blood in March 2007,Logistic Regression,Linear
0.7733,0.8,0.2,,0.32,0.295,transfusion.csv,DuplicatedAll,0.2,target,whether he/she donated blood in March 2007,Linear Discriminant Analysis,Linear
0.78,0.6842,0.325,,0.4407,0.4082,transfusion.csv,DuplicatedAll,0.2,target,whether he/she donated blood in March 2007,Ada Boost Classifier,Ensemble Tree
0.7733,1.0,0.15,,0.2609,0.0,transfusion.csv,DuplicatedAll,0.2,target,whether he/she donated blood in March 2007,Ridge Classifier,Linear
0.7333,0.0,0.0,,0.0,0.5,transfusion.csv,DuplicatedAll,0.2,target,whether he/she donated blood in March 2007,Dummy Classifier,Heuristic based
0.7467,0.5455,0.3,,0.3871,0.4589,transfusion.csv,DuplicatedAll,0.2,target,whether he/she donated blood in March 2007,Gaussian Naive Bayes,Probabilistic
0.7933,0.7143,0.375,,0.4918,0.2782,transfusion.csv,DuplicatedAll,0.2,target,whether he/she donated blood in March 2007,Cat Boost Classifier,Ensemble Tree
0.78,0.64,0.4,,0.4923,0.3436,transfusion.csv,DuplicatedAll,0.2,target,whether he/she donated blood in March 2007,Gradient Boosting Classifier,Ensemble Tree
0.7867,0.6538,0.425,,0.5152,0.3977,transfusion.csv,DuplicatedAll,0.2,target,whether he/she donated blood in March 2007,Random Forest Classifier,Ensemble Tree
0.7067,0.4167,0.25,,0.3125,0.4078,transfusion.csv,DuplicatedAll,0.2,target,whether he/she donated blood in March 2007,K-Neighborg Classifier,Neighborg based
0.6933,0.4167,0.375,,0.3947,0.5588,transfusion.csv,DuplicatedAll,0.2,target,whether he/she donated blood in March 2007,Decision Tree Classifier,Single Tree
0.7267,0.4828,0.35,,0.4058,0.4368,transfusion.csv,DuplicatedAll,0.2,target,whether he/she donated blood in March 2007,Gaussian Process Classifier,Probabilistic
0.7667,0.6,0.375,,0.4615,0.4125,transfusion.csv,DuplicatedAll,0.2,target,whether he/she donated blood in March 2007,Extra Tree Classifier,Single Tree
0.8,0.619,0.65,,0.6341,0.5106,transfusion.csv,DuplicatedAll,0.2,target,whether he/she donated blood in March 2007,MLP Classifier,Neural Networks
0.38,0.2977,0.975,,0.4561,0.0,transfusion.csv,DuplicatedAll,0.2,target,whether he/she donated blood in March 2007,SGD Classifier,Linear
0.62,0.3023,0.325,,0.3133,0.5,transfusion.csv,DuplicatedAll,0.2,target,whether he/she donated blood in March 2007,Quadratic Discriminant Analysis,Probabilistic
0.7267,0.4,0.05,,0.0889,0.338,transfusion.csv,DuplicatedAll,0.4,target,whether he/she donated blood in March 2007,Support Vector Machine,Linear
0.78,0.8182,0.225,,0.3529,0.302,transfusion.csv,DuplicatedAll,0.4,target,whether he/she donated blood in March 2007,Logistic Regression,Linear
0.7933,0.6957,0.4,,0.5079,0.3305,transfusion.csv,DuplicatedAll,0.4,target,whether he/she donated blood in March 2007,Cat Boost Classifier,Ensemble Tree
0.7733,0.6364,0.35,,0.4516,0.3756,transfusion.csv,DuplicatedAll,0.4,target,whether he/she donated blood in March 2007,Gradient Boosting Classifier,Ensemble Tree
0.7933,0.6364,0.525,,0.5753,0.4009,transfusion.csv,DuplicatedAll,0.4,target,whether he/she donated blood in March 2007,Random Forest Classifier,Ensemble Tree
0.78,0.6207,0.45,,0.5217,0.448,transfusion.csv,DuplicatedAll,0.4,target,whether he/she donated blood in March 2007,Extra Tree Classifier,Single Tree
0.7267,0.4828,0.35,,0.4058,0.4137,transfusion.csv,DuplicatedAll,0.4,target,whether he/she donated blood in March 2007,Gaussian Process Classifier,Probabilistic
0.7733,0.8,0.2,,0.32,0.2968,transfusion.csv,DuplicatedAll,0.4,target,whether he/she donated blood in March 2007,Linear Discriminant Analysis,Linear
0.7267,0.4783,0.275,,0.3492,0.4785,transfusion.csv,DuplicatedAll,0.4,target,whether he/she donated blood in March 2007,K-Neighborg Classifier,Neighborg based
0.7667,0.6471,0.275,,0.386,0.364,transfusion.csv,DuplicatedAll,0.4,target,whether he/she donated blood in March 2007,Ada Boost Classifier,Ensemble Tree
0.7867,1.0,0.2,,0.3333,0.0,transfusion.csv,DuplicatedAll,0.4,target,whether he/she donated blood in March 2007,Ridge Classifier,Linear
0.7333,0.0,0.0,,0.0,0.5,transfusion.csv,DuplicatedAll,0.4,target,whether he/she donated blood in March 2007,Dummy Classifier,Heuristic based
0.7333,0.0,0.0,,0.0,0.317,transfusion.csv,DuplicatedAll,0.4,target,whether he/she donated blood in March 2007,MLP Classifier,Neural Networks
0.7333,0.5,0.3,,0.375,0.4778,transfusion.csv,DuplicatedAll,0.4,target,whether he/she donated blood in March 2007,Gaussian Naive Bayes,Probabilistic
0.7733,0.5833,0.525,,0.5526,0.5349,transfusion.csv,DuplicatedAll,0.4,target,whether he/she donated blood in March 2007,Decision Tree Classifier,Single Tree
0.34,0.2748,0.9,0.9423,0.4211,0.5,transfusion.csv,DuplicatedAll,0.4,target,whether he/she donated blood in March 2007,Quadratic Discriminant Analysis,Probabilistic
0.74,0.6,0.075,,0.1333,0.0,transfusion.csv,DuplicatedAll,0.4,target,whether he/she donated blood in March 2007,SGD Classifier,Linear
0.78,0.6,0.525,,0.56,0.4139,transfusion.csv,DuplicatedAll,0.6,target,whether he/she donated blood in March 2007,Random Forest Classifier,Ensemble Tree
0.7333,0.5,0.125,,0.2,0.3514,transfusion.csv,DuplicatedAll,0.6,target,whether he/she donated blood in March 2007,Support Vector Machine,Linear
0.78,0.6296,0.425,,0.5075,0.3142,transfusion.csv,DuplicatedAll,0.6,target,whether he/she donated blood in March 2007,Cat Boost Classifier,Ensemble Tree
0.7467,0.5294,0.45,,0.4865,0.4266,transfusion.csv,DuplicatedAll,0.6,target,whether he/she donated blood in March 2007,Extra Tree Classifier,Single Tree
0.7133,0.4571,0.4,,0.4267,0.418,transfusion.csv,DuplicatedAll,0.6,target,whether he/she donated blood in March 2007,Gaussian Process Classifier,Probabilistic
0.7667,0.5806,0.45,,0.507,0.3464,transfusion.csv,DuplicatedAll,0.6,target,whether he/she donated blood in March 2007,Gradient Boosting Classifier,Ensemble Tree
0.72,0.4773,0.525,,0.5,0.532,transfusion.csv,DuplicatedAll,0.6,target,whether he/she donated blood in March 2007,Decision Tree Classifier,Single Tree
0.72,0.4643,0.325,,0.3824,0.4432,transfusion.csv,DuplicatedAll,0.6,target,whether he/she donated blood in March 2007,K-Neighborg Classifier,Neighborg based
0.7733,0.75,0.225,,0.3462,0.3105,transfusion.csv,DuplicatedAll,0.6,target,whether he/she donated blood in March 2007,Logistic Regression,Linear
0.8,0.7778,0.35,,0.4828,0.3269,transfusion.csv,DuplicatedAll,0.6,target,whether he/she donated blood in March 2007,Ada Boost Classifier,Ensemble Tree
0.7733,0.8,0.2,,0.32,0.3014,transfusion.csv,DuplicatedAll,0.6,target,whether he/she donated blood in March 2007,Linear Discriminant Analysis,Linear
0.7867,1.0,0.2,,0.3333,0.0,transfusion.csv,DuplicatedAll,0.6,target,whether he/she donated blood in March 2007,Ridge Classifier,Linear
0.7267,0.48,0.3,,0.3692,0.4859,transfusion.csv,DuplicatedAll,0.6,target,whether he/she donated blood in March 2007,Gaussian Naive Bayes,Probabilistic
0.7333,0.0,0.0,,0.0,0.5,transfusion.csv,DuplicatedAll,0.6,target,whether he/she donated blood in March 2007,Dummy Classifier,Heuristic based
0.7333,0.0,0.0,,0.0,0.5094,transfusion.csv,DuplicatedAll,0.6,target,whether he/she donated blood in March 2007,MLP Classifier,Neural Networks
0.7,0.4576,0.675,,0.5455,0.0,transfusion.csv,DuplicatedAll,0.6,target,whether he/she donated blood in March 2007,SGD Classifier,Linear
0.5333,0.1739,0.2,,0.186,0.5,transfusion.csv,DuplicatedAll,0.6,target,whether he/she donated blood in March 2007,Quadratic Discriminant Analysis,Probabilistic
0.7667,0.6316,0.3,,0.4068,0.3361,transfusion.csv,DuplicatedAll,0.8,target,whether he/she donated blood in March 2007,Cat Boost Classifier,Ensemble Tree
0.7333,0.5,0.125,,0.2,0.3603,transfusion.csv,DuplicatedAll,0.8,target,whether he/she donated blood in March 2007,Support Vector Machine,Linear
0.74,0.5161,0.4,,0.4507,0.4217,transfusion.csv,DuplicatedAll,0.8,target,whether he/she donated blood in March 2007,Extra Tree Classifier,Single Tree
0.7133,0.4444,0.3,,0.3582,0.4666,transfusion.csv,DuplicatedAll,0.8,target,whether he/she donated blood in March 2007,K-Neighborg Classifier,Neighborg based
0.7467,0.5333,0.4,,0.4571,0.3828,transfusion.csv,DuplicatedAll,0.8,target,whether he/she donated blood in March 2007,Random Forest Classifier,Ensemble Tree
0.74,0.52,0.325,,0.4,0.3556,transfusion.csv,DuplicatedAll,0.8,target,whether he/she donated blood in March 2007,Gradient Boosting Classifier,Ensemble Tree
0.7467,0.5238,0.55,,0.5366,0.5283,transfusion.csv,DuplicatedAll,0.8,target,whether he/she donated blood in March 2007,Decision Tree Classifier,Single Tree
0.7267,0.4839,0.375,,0.4225,0.422,transfusion.csv,DuplicatedAll,0.8,target,whether he/she donated blood in March 2007,Gaussian Process Classifier,Probabilistic
0.76,0.625,0.25,,0.3571,0.3422,transfusion.csv,DuplicatedAll,0.8,target,whether he/she donated blood in March 2007,Ada Boost Classifier,Ensemble Tree
0.7733,0.75,0.225,,0.3462,0.3093,transfusion.csv,DuplicatedAll,0.8,target,whether he/she donated blood in March 2007,Logistic Regression,Linear
0.7667,0.7273,0.2,,0.3137,0.3043,transfusion.csv,DuplicatedAll,0.8,target,whether he/she donated blood in March 2007,Linear Discriminant Analysis,Linear
0.7867,1.0,0.2,,0.3333,0.0,transfusion.csv,DuplicatedAll,0.8,target,whether he/she donated blood in March 2007,Ridge Classifier,Linear
0.7333,0.0,0.0,,0.0,0.5,transfusion.csv,DuplicatedAll,0.8,target,whether he/she donated blood in March 2007,Dummy Classifier,Heuristic based
0.72,0.4615,0.3,,0.3636,0.4838,transfusion.csv,DuplicatedAll,0.8,target,whether he/she donated blood in March 2007,Gaussian Naive Bayes,Probabilistic
0.7333,0.0,0.0,,0.0,0.0,transfusion.csv,DuplicatedAll,0.8,target,whether he/she donated blood in March 2007,SGD Classifier,Linear
0.7467,0.5185,0.7,,0.5957,0.535,transfusion.csv,DuplicatedAll,0.8,target,whether he/she donated blood in March 2007,MLP Classifier,Neural Networks
0.7067,0.3333,0.1,,0.1538,0.5,transfusion.csv,DuplicatedAll,0.8,target,whether he/she donated blood in March 2007,Quadratic Discriminant Analysis,Probabilistic
