acc,prec,rec,epc_at,f1,auc,datasetname,errtype,errperc,feattype,featname,modelname,modeltype
0.962,0.961,1.0,,0.9801,0.5,student-mat-5.csv,Missing,0,categorical String,school,Gaussian Process Classifier,Probabilistic
0.9367,0.9367,1.0,,0.9673,0.8649,student-mat-5.csv,Missing,0,categorical String,sex,K-Neighborg Classifier,Neighborg based
0.9494,0.9487,1.0,,0.9737,0.6797,student-mat-5.csv,Missing,0,categorical String,sex,Gradient Boosting Classifier,Ensemble Tree
0.962,0.961,1.0,,0.9801,0.5,student-mat-5.csv,Missing,0,categorical String,sex,Gaussian Process Classifier,Probabilistic
0.9367,0.9367,1.0,,0.9673,0.8392,student-mat-5.csv,Missing,0,categorical String,address,Cat Boost Classifier,Ensemble Tree
0.9367,0.9367,1.0,,0.9673,0.0,student-mat-5.csv,Missing,0,categorical String,famsize,Ridge Classifier,Linear
0.9367,0.9367,1.0,,0.9673,0.8486,student-mat-5.csv,Missing,0,categorical String,famsize,Extra Tree Classifier,Single Tree
0.9367,0.9367,1.0,,0.9673,0.8486,student-mat-5.csv,Missing,0,categorical String,Pstatus,Extra Tree Classifier,Single Tree
0.962,0.961,1.0,,0.9801,0.5,student-mat-5.csv,Missing,0,categorical String,Pstatus,Gaussian Process Classifier,Probabilistic
0.9367,0.9367,1.0,,0.9673,0.7784,student-mat-5.csv,Missing,0,categorical String,Fedu,Support Vector Machine,Linear
0.9367,0.9367,1.0,,0.9673,0.8351,student-mat-5.csv,Missing,0,categorical String,Fjob,Random Forest Classifier,Ensemble Tree
0.9367,0.9367,1.0,,0.9673,0.0,student-mat-5.csv,Missing,0,categorical String,reason,Ridge Classifier,Linear
0.9367,0.9367,1.0,,0.9673,0.9243,student-mat-5.csv,Missing,0,categorical String,reason,MLP Classifier,Neural Networks
0.9367,0.9367,1.0,,0.9673,0.8486,student-mat-5.csv,Missing,0,categorical String,schoolsup,Extra Tree Classifier,Single Tree
0.557,1.0,0.527,,0.6903,0.4405,student-mat-5.csv,Missing,0,categorical String,schoolsup,Gaussian Naive Bayes,Probabilistic
0.9367,0.9367,1.0,,0.9673,0.5,student-mat-5.csv,Missing,0,categorical String,famsup,Quadratic Discriminant Analysis,Probabilistic
0.9367,0.9367,1.0,,0.9673,0.0,student-mat-5.csv,Missing,0,categorical String,famsup,SGD Classifier,Linear
0.9367,0.96,0.973,,0.9664,0.7297,student-mat-5.csv,Missing,0,categorical String,paid,Linear Discriminant Analysis,Linear
0.9367,0.9367,1.0,,0.9673,0.5,student-mat-5.csv,Missing,0,categorical String,activities,Dummy Classifier,Heuristic based
0.9367,0.9367,1.0,,0.9673,0.9243,student-mat-5.csv,Missing,0,categorical String,activities,MLP Classifier,Neural Networks
0.9494,0.9605,0.9865,,0.9733,0.7378,student-mat-5.csv,Missing,0,categorical String,activities,Logistic Regression,Linear
0.557,1.0,0.527,,0.6903,0.4405,student-mat-5.csv,Missing,0,categorical String,activities,Gaussian Naive Bayes,Probabilistic
0.9367,0.9367,1.0,,0.9673,0.7784,student-mat-5.csv,Missing,0,categorical String,nursery,Support Vector Machine,Linear
0.962,0.961,1.0,,0.9801,0.5,student-mat-5.csv,Missing,0,categorical String,nursery,Gaussian Process Classifier,Probabilistic
0.9367,0.96,0.973,,0.9664,0.7297,student-mat-5.csv,Missing,0,categorical String,nursery,Linear Discriminant Analysis,Linear
0.9367,0.9367,1.0,,0.9673,0.8392,student-mat-5.csv,Missing,0,categorical String,internet,Cat Boost Classifier,Ensemble Tree
0.9367,0.9367,1.0,,0.9673,0.5,student-mat-5.csv,Missing,0,categorical String,internet,Quadratic Discriminant Analysis,Probabilistic
0.9494,0.9487,1.0,,0.9737,0.6797,student-mat-5.csv,Missing,0,categorical String,internet,Gradient Boosting Classifier,Ensemble Tree
0.9494,0.9487,1.0,,0.9737,0.6797,student-mat-5.csv,DuplicatedAll,0,target,higher,Gradient Boosting Classifier,Ensemble Tree
0.9494,0.9605,0.9865,,0.9733,0.8405,student-mat-5.csv,DuplicatedAll,0,target,higher,Ada Boost Classifier,Ensemble Tree
0.72,0.4667,0.35,,0.4,0.412,transfusion.csv,NULL,0,,NULL,Extra Tree Classifier,Single Tree
0.7733,1.0,0.15,,0.2609,0.0,transfusion.csv,Missing,0,continue,Recency (months),Ridge Classifier,Linear
0.7267,0.4783,0.275,,0.3492,0.3699,transfusion.csv,Missing,0,continue,Recency (months),K-Neighborg Classifier,Neighborg based
0.6867,0.4286,0.525,,0.4719,0.5,transfusion.csv,Missing,0,continue,Recency (months),Quadratic Discriminant Analysis,Probabilistic
0.7267,0.4783,0.275,,0.3492,0.3699,transfusion.csv,Missing,0,continue,Monetary (c.c. blood),K-Neighborg Classifier,Neighborg based
0.7267,0.4444,0.1,,0.1633,0.3949,transfusion.csv,Missing,0,continue,Time (months),Support Vector Machine,Linear
0.68,0.3889,0.35,,0.3684,0.4543,transfusion.csv,Missing,0,continue,Time (months),Gaussian Process Classifier,Probabilistic
0.9367,0.9481,0.9865,,0.9669,0.5,student-mat-5.csv,Missing,0,categorical String,Fedu,Decision Tree Classifier,Single Tree
0.9367,0.9481,0.9865,,0.9669,0.5,student-mat-5.csv,Missing,0,categorical String,famsup,Decision Tree Classifier,Single Tree
0.7333,0.0,0.0,,0.0,0.0,transfusion.csv,Missing,0,continue,Frequency (times),SGD Classifier,Linear
0.7333,0.0,0.0,,0.0,0.0,transfusion.csv,Missing,0,continue,Monetary (c.c. blood),SGD Classifier,Linear
0.7333,0.0,0.0,,0.0,0.0,transfusion.csv,Missing,0,continue,Time (months),SGD Classifier,Linear
0.7333,0.5,0.3,,0.375,0.3795,transfusion.csv,Missing,0,continue,Time (months),Gradient Boosting Classifier,Ensemble Tree
0.7267,0.4444,0.1,,0.1633,0.3949,transfusion.csv,DuplicatedAll,0,target,whether he/she donated blood in March 2007,Support Vector Machine,Linear
0.7333,0.0,0.0,,0.0,0.5601,transfusion.csv,DuplicatedAll,0,target,whether he/she donated blood in March 2007,MLP Classifier,Neural Networks
0.72,0.4667,0.35,,0.4,0.412,transfusion.csv,Labels,0,target,whether he/she donated blood in March 2007,Extra Tree Classifier,Single Tree
0.7267,0.4444,0.1,,0.1633,0.3949,transfusion.csv,Outlier,0,continue,Recency (months),Support Vector Machine,Linear
0.7333,0.0,0.0,,0.0,0.5,transfusion.csv,Outlier,0,continue,Recency (months),Dummy Classifier,Heuristic based
0.78,0.7059,0.3,,0.4211,0.3533,transfusion.csv,Outlier,0,continue,Recency (months),Ada Boost Classifier,Ensemble Tree
0.78,0.7059,0.3,,0.4211,0.3533,transfusion.csv,Outlier,0,continue,Frequency (times),Ada Boost Classifier,Ensemble Tree
0.76,0.5667,0.425,,0.4857,0.4025,transfusion.csv,Outlier,0,continue,Frequency (times),Random Forest Classifier,Ensemble Tree
0.78,0.7059,0.3,,0.4211,0.3533,transfusion.csv,Outlier,0,continue,Monetary (c.c. blood),Ada Boost Classifier,Ensemble Tree
0.6867,0.4286,0.525,,0.4719,0.5,transfusion.csv,Outlier,0,continue,Time (months),Quadratic Discriminant Analysis,Probabilistic
0.7733,1.0,0.15,,0.2609,0.0,transfusion.csv,Noisy,0,continue,Recency (months),Ridge Classifier,Linear
0.7667,0.8571,0.15,,0.2553,0.2715,transfusion.csv,Noisy,0,continue,Monetary (c.c. blood),Logistic Regression,Linear
0.68,0.3889,0.35,,0.3684,0.4543,transfusion.csv,Noisy,0,continue,Monetary (c.c. blood),Gaussian Process Classifier,Probabilistic
0.7667,0.8571,0.15,,0.2553,0.2715,transfusion.csv,Noisy,0,continue,Time (months),Logistic Regression,Linear
0.7267,0.4783,0.275,,0.3492,0.3699,transfusion.csv,Noisy,0,continue,Time (months),K-Neighborg Classifier,Neighborg based
0.846,0.7903,0.8,,0.7951,0.4454,water_potability.csv,NULL,0,,NULL,Ada Boost Classifier,Ensemble Tree
0.6311,0.5059,0.5265,,0.516,0.5,water_potability.csv,NULL,0,,NULL,Gaussian Process Classifier,Probabilistic
0.6265,0.0,0.0,,0.0,0.5,water_potability.csv,NULL,0,,NULL,Dummy Classifier,Heuristic based
0.8628,0.8189,0.8122,,0.8156,0.4167,water_potability.csv,Missing,0,continue,ph,Linear Discriminant Analysis,Linear
0.8598,0.8174,0.8041,,0.8107,0.3928,water_potability.csv,Missing,0,continue,Hardness,Random Forest Classifier,Ensemble Tree
0.6265,0.0,0.0,,0.0,0.5,water_potability.csv,Missing,0,continue,Solids,Dummy Classifier,Heuristic based
0.8628,0.8189,0.8122,,0.8156,0.4167,water_potability.csv,Missing,0,continue,Conductivity,Linear Discriminant Analysis,Linear
0.6463,0.5274,0.5102,,0.5187,0.4487,water_potability.csv,Missing,0,continue,Organic_carbon,K-Neighborg Classifier,Neighborg based
0.6311,0.5059,0.5265,,0.516,0.5,water_potability.csv,Missing,0,continue,Organic_carbon,Gaussian Process Classifier,Probabilistic
0.8598,0.8174,0.8041,,0.8107,0.3928,water_potability.csv,Missing,0,continue,Trihalomethanes,Random Forest Classifier,Ensemble Tree
0.6265,0.0,0.0,,0.0,0.5188,water_potability.csv,Missing,0,continue,Trihalomethanes,Support Vector Machine,Linear
0.8476,0.8059,0.7796,,0.7925,0.3945,water_potability.csv,Missing,0,continue,Turbidity,Gradient Boosting Classifier,Ensemble Tree
0.6265,0.0,0.0,,0.0,0.5188,water_potability.csv,Missing,0,continue,Turbidity,Support Vector Machine,Linear
0.6265,0.0,0.0,,0.0,0.0,water_potability.csv,Missing,0,continue,Turbidity,SGD Classifier,Linear
0.6311,0.5059,0.5265,,0.516,0.5,water_potability.csv,DuplicatedAll,0,target,Potability,Gaussian Process Classifier,Probabilistic
0.846,0.7903,0.8,,0.7951,0.4454,water_potability.csv,Outlier,0,continue,ph,Ada Boost Classifier,Ensemble Tree
0.6265,0.0,0.0,,0.0,0.5188,water_potability.csv,Outlier,0,continue,ph,Support Vector Machine,Linear
0.846,0.7903,0.8,,0.7951,0.4454,water_potability.csv,Outlier,0,continue,Solids,Ada Boost Classifier,Ensemble Tree
0.7942,0.7165,0.7429,,0.7295,0.5,water_potability.csv,Outlier,0,continue,Solids,Decision Tree Classifier,Single Tree
0.8628,0.8189,0.8122,,0.8156,0.4167,water_potability.csv,Outlier,0,continue,Chloramines,Linear Discriminant Analysis,Linear
0.6265,0.0,0.0,,0.0,0.5188,water_potability.csv,Outlier,0,continue,Chloramines,Support Vector Machine,Linear
0.6265,0.0,0.0,,0.0,0.0,water_potability.csv,Outlier,0,continue,Organic_carbon,SGD Classifier,Linear
0.846,0.7903,0.8,,0.7951,0.4454,water_potability.csv,Outlier,0,continue,Trihalomethanes,Ada Boost Classifier,Ensemble Tree
0.6265,0.0,0.0,,0.0,0.5,water_potability.csv,Outlier,0,continue,Trihalomethanes,Dummy Classifier,Heuristic based
0.6265,0.0,0.0,,0.0,0.5,water_potability.csv,Outlier,0,continue,Turbidity,Dummy Classifier,Heuristic based
0.7333,0.0,0.0,,0.0,0.0,transfusion.csv,Outlier,0,continue,Frequency (times),SGD Classifier,Linear
0.8628,0.8189,0.8122,,0.8156,0.0,water_potability.csv,NULL,0,,NULL,Ridge Classifier,Linear
0.8628,0.8189,0.8122,,0.8156,0.0,water_potability.csv,Missing,0,continue,ph,Ridge Classifier,Linear
0.8521,0.8058,0.7959,,0.8008,0.3996,water_potability.csv,Missing,0,continue,Solids,Quadratic Discriminant Analysis,Probabilistic
0.8537,0.8197,0.7796,,0.7992,0.3977,water_potability.csv,Missing,0,continue,Solids,Extra Tree Classifier,Single Tree
0.8598,0.8201,0.8,,0.8099,0.4187,water_potability.csv,Missing,0,continue,Chloramines,Cat Boost Classifier,Ensemble Tree
0.8537,0.8197,0.7796,,0.7992,0.3977,water_potability.csv,Missing,0,continue,Conductivity,Extra Tree Classifier,Single Tree
0.8537,0.8197,0.7796,,0.7992,0.3977,water_potability.csv,Missing,0,continue,Organic_carbon,Extra Tree Classifier,Single Tree
0.8628,0.8189,0.8122,,0.8156,0.0,water_potability.csv,Missing,0,continue,Trihalomethanes,Ridge Classifier,Linear
0.8537,0.8197,0.7796,,0.7992,0.3977,water_potability.csv,Missing,0,continue,Trihalomethanes,Extra Tree Classifier,Single Tree
0.8628,0.8189,0.8122,,0.8156,0.0,water_potability.csv,Missing,0,continue,Turbidity,Ridge Classifier,Linear
0.8537,0.8197,0.7796,,0.7992,0.3977,water_potability.csv,Missing,0,continue,Turbidity,Extra Tree Classifier,Single Tree
0.8598,0.8201,0.8,,0.8099,0.4187,water_potability.csv,Outlier,0,continue,ph,Cat Boost Classifier,Ensemble Tree
0.8521,0.8058,0.7959,,0.8008,0.3996,water_potability.csv,Outlier,0,continue,Hardness,Quadratic Discriminant Analysis,Probabilistic
0.8537,0.8197,0.7796,,0.7992,0.3977,water_potability.csv,Outlier,0,continue,Chloramines,Extra Tree Classifier,Single Tree
0.8628,0.8189,0.8122,,0.8156,0.0,water_potability.csv,Outlier,0,continue,Chloramines,Ridge Classifier,Linear
0.8598,0.8201,0.8,,0.8099,0.4187,water_potability.csv,Outlier,0,continue,Sulfate,Cat Boost Classifier,Ensemble Tree
0.8521,0.8058,0.7959,,0.8008,0.3996,water_potability.csv,Outlier,0,continue,Conductivity,Quadratic Discriminant Analysis,Probabilistic
0.7333,0.5,0.3,,0.375,0.3795,transfusion.csv,Noisy,0,continue,Frequency (times),Gradient Boosting Classifier,Ensemble Tree
0.7333,0.5,0.3,,0.375,0.3795,transfusion.csv,Noisy,0,continue,Monetary (c.c. blood),Gradient Boosting Classifier,Ensemble Tree
0.8476,0.8059,0.7796,,0.7925,0.3945,water_potability.csv,Noisy,0,continue,ph,Gradient Boosting Classifier,Ensemble Tree
0.6311,0.5059,0.5265,,0.516,0.5,water_potability.csv,Noisy,0,continue,Hardness,Gaussian Process Classifier,Probabilistic
0.6265,0.0,0.0,,0.0,0.5,water_potability.csv,Noisy,0,continue,Solids,Dummy Classifier,Heuristic based
0.6265,0.0,0.0,,0.0,0.5,water_potability.csv,Noisy,0,continue,Chloramines,Dummy Classifier,Heuristic based
0.6463,0.5274,0.5102,,0.5187,0.4487,water_potability.csv,Noisy,0,continue,Chloramines,K-Neighborg Classifier,Neighborg based
0.8598,0.8174,0.8041,,0.8107,0.3928,water_potability.csv,Noisy,0,continue,Sulfate,Random Forest Classifier,Ensemble Tree
0.8476,0.8059,0.7796,,0.7925,0.3945,water_potability.csv,Noisy,0,continue,Sulfate,Gradient Boosting Classifier,Ensemble Tree
0.846,0.7903,0.8,,0.7951,0.4454,water_potability.csv,Noisy,0,continue,Conductivity,Ada Boost Classifier,Ensemble Tree
0.8598,0.8174,0.8041,,0.8107,0.3928,water_potability.csv,Noisy,0,continue,Organic_carbon,Random Forest Classifier,Ensemble Tree
0.5229,0.4137,0.6653,,0.5102,0.5205,water_potability.csv,Noisy,0,continue,Organic_carbon,MLP Classifier,Neural Networks
0.6265,0.0,0.0,,0.0,0.5,water_potability.csv,Noisy,0,continue,Trihalomethanes,Dummy Classifier,Heuristic based
0.5229,0.4137,0.6653,,0.5102,0.5205,water_potability.csv,Noisy,0,continue,Trihalomethanes,MLP Classifier,Neural Networks
0.8476,0.8059,0.7796,,0.7925,0.3945,water_potability.csv,Noisy,0,continue,Turbidity,Gradient Boosting Classifier,Ensemble Tree
0.8628,0.8189,0.8122,,0.8156,0.0,water_potability.csv,Noisy,0,continue,Solids,Ridge Classifier,Linear
0.8628,0.8189,0.8122,,0.8156,0.0,water_potability.csv,Noisy,0,continue,Chloramines,Ridge Classifier,Linear
0.8628,0.8189,0.8122,,0.8156,0.0,water_potability.csv,Noisy,0,continue,Sulfate,Ridge Classifier,Linear
0.8537,0.8197,0.7796,,0.7992,0.3977,water_potability.csv,Noisy,0,continue,Trihalomethanes,Extra Tree Classifier,Single Tree
0.8537,0.8197,0.7796,,0.7992,0.3977,water_potability.csv,Noisy,0,continue,Turbidity,Extra Tree Classifier,Single Tree
0.8598,0.8201,0.8,,0.8099,0.4187,water_potability.csv,Noisy,0,continue,Turbidity,Cat Boost Classifier,Ensemble Tree
0.6851,0.6562,0.6918,,0.6735,0.0,age_predictions_cleaned-3.csv,NULL,0,,NULL,Ridge Classifier,Linear
0.7745,0.7402,0.8006,,0.7692,0.5,age_predictions_cleaned-3.csv,Missing,0,continue,BMXBMI,Decision Tree Classifier,Single Tree
0.8156,0.7753,0.855,,0.8132,0.493,age_predictions_cleaned-3.csv,Missing,0,continue,LBXGLU,Cat Boost Classifier,Ensemble Tree
0.4695,0.4695,1.0,,0.639,0.5,age_predictions_cleaned-3.csv,Missing,0,continue,LBXGLU,Dummy Classifier,Heuristic based
0.6766,0.6722,0.6073,,0.6381,0.4203,age_predictions_cleaned-3.csv,Missing,0,continue,LBXGLT,MLP Classifier,Neural Networks
0.7745,0.7402,0.8006,,0.7692,0.5,age_predictions_cleaned-3.csv,Missing,0,continue,PAQ605,Decision Tree Classifier,Single Tree
0.5348,0.5024,0.9486,,0.6569,0.0,age_predictions_cleaned-3.csv,Missing,0,continue,PAQ605,SGD Classifier,Linear
0.6879,0.6572,0.7009,,0.6784,0.4992,age_predictions_cleaned-3.csv,DuplicatedAll,0,target,age_group,Logistic Regression,Linear
0.8496,0.8358,0.8459,,0.8408,0.6531,age_predictions_cleaned-3.csv,Labels,0,target,age_group,Support Vector Machine,Linear
0.6766,0.6722,0.6073,,0.6381,0.4203,age_predictions_cleaned-3.csv,Labels,0,target,age_group,MLP Classifier,Neural Networks
0.8567,0.8125,0.9033,,0.8555,0.6041,age_predictions_cleaned-3.csv,Outlier,0,continue,BMXBMI,Extra Tree Classifier,Single Tree
0.6482,0.6,0.7523,,0.6676,0.5156,age_predictions_cleaned-3.csv,Outlier,0,continue,BMXBMI,Gaussian Naive Bayes,Probabilistic
0.5348,0.5024,0.9486,,0.6569,0.0,age_predictions_cleaned-3.csv,Outlier,0,continue,BMXBMI,SGD Classifier,Linear
0.6851,0.6562,0.6918,,0.6735,0.0,age_predictions_cleaned-3.csv,Outlier,0,continue,LBXIN,Ridge Classifier,Linear
0.4695,0.4695,1.0,,0.639,0.5,age_predictions_cleaned-3.csv,Outlier,0,continue,LBXIN,Dummy Classifier,Heuristic based
0.8567,0.8125,0.9033,,0.8555,0.6041,age_predictions_cleaned-3.csv,Outlier,0,continue,LBXGLU,Extra Tree Classifier,Single Tree
0.8496,0.8358,0.8459,,0.8408,0.6531,age_predictions_cleaned-3.csv,Outlier,0,continue,LBXGLU,Support Vector Machine,Linear
0.7475,0.6719,0.9033,,0.7706,0.5772,age_predictions_cleaned-3.csv,Outlier,0,continue,LBXGLU,K-Neighborg Classifier,Neighborg based
0.6879,0.6572,0.7009,,0.6784,0.4992,age_predictions_cleaned-3.csv,Outlier,0,continue,LBXGLT,Logistic Regression,Linear
0.7475,0.6719,0.9033,,0.7706,0.5772,age_predictions_cleaned-3.csv,Outlier,0,continue,LBXGLT,K-Neighborg Classifier,Neighborg based
0.8496,0.8358,0.8459,,0.8408,0.6531,age_predictions_cleaned-3.csv,Outlier,0,continue,LBXGLT,Support Vector Machine,Linear
0.946,0.9449,0.9504,,0.9476,0.4833,citrus.csv,Missing,0,discrete,red,Gaussian Naive Bayes,Probabilistic
1.0,1.0,1.0,,1.0,0.7725,citrus.csv,Missing,0,discrete,blue,Cat Boost Classifier,Ensemble Tree
1.0,1.0,1.0,,1.0,0.5011,citrus.csv,Missing,0,discrete,blue,Linear Discriminant Analysis,Linear
1.0,1.0,1.0,,1.0,0.0,citrus.csv,Missing,0,discrete,blue,SGD Classifier,Linear
1.0,1.0,1.0,,1.0,0.5037,citrus.csv,DuplicatedAll,0,target,name,Random Forest Classifier,Ensemble Tree
1.0,1.0,1.0,,1.0,0.5,citrus.csv,DuplicatedAll,0,target,name,Gradient Boosting Classifier,Ensemble Tree
1.0,1.0,1.0,,1.0,0.5,citrus.csv,DuplicatedAll,0,target,name,Ada Boost Classifier,Ensemble Tree
1.0,1.0,1.0,,1.0,0.0,citrus.csv,DuplicatedAll,0,target,name,SGD Classifier,Linear
1.0,1.0,1.0,,1.0,0.5037,citrus.csv,Labels,0,target,name,Random Forest Classifier,Ensemble Tree
1.0,1.0,1.0,,1.0,0.5153,citrus.csv,Labels,0,target,name,Extra Tree Classifier,Single Tree
1.0,1.0,1.0,,1.0,0.5,citrus.csv,Labels,0,target,name,K-Neighborg Classifier,Neighborg based
1.0,1.0,1.0,,1.0,0.5266,citrus.csv,Labels,0,target,name,MLP Classifier,Neural Networks
0.514,1.0,0.0545,,0.1033,0.2961,citrus.csv,Labels,0,target,name,Support Vector Machine,Linear
1.0,1.0,1.0,,1.0,0.5266,citrus.csv,Outlier,0,continue,diameter,MLP Classifier,Neural Networks
1.0,1.0,1.0,,1.0,0.5,citrus.csv,Outlier,0,continue,diameter,Gradient Boosting Classifier,Ensemble Tree
1.0,1.0,1.0,,1.0,0.7725,citrus.csv,Outlier,0,continue,weight,Cat Boost Classifier,Ensemble Tree
0.946,0.9449,0.9504,,0.9476,0.4833,citrus.csv,Outlier,0,continue,weight,Gaussian Naive Bayes,Probabilistic
1.0,1.0,1.0,,1.0,0.7725,citrus.csv,Outlier,0,discrete,red,Cat Boost Classifier,Ensemble Tree
0.514,1.0,0.0545,,0.1033,0.2961,citrus.csv,Outlier,0,discrete,red,Support Vector Machine,Linear
1.0,1.0,1.0,,1.0,0.5153,citrus.csv,Outlier,0,discrete,green,Extra Tree Classifier,Single Tree
1.0,1.0,1.0,,1.0,0.5037,citrus.csv,Outlier,0,discrete,green,Random Forest Classifier,Ensemble Tree
1.0,1.0,1.0,,1.0,0.5266,citrus.csv,Outlier,0,discrete,green,MLP Classifier,Neural Networks
1.0,1.0,1.0,,1.0,0.0,citrus.csv,Outlier,0,discrete,green,Ridge Classifier,Linear
0.946,0.9449,0.9504,,0.9476,0.4833,citrus.csv,Outlier,0,discrete,green,Gaussian Naive Bayes,Probabilistic
0.486,0.0,0.0,,0.0,0.5,citrus.csv,Outlier,0,discrete,green,Dummy Classifier,Heuristic based
1.0,1.0,1.0,,1.0,0.5056,citrus.csv,Noisy,0,discrete,red,Gaussian Process Classifier,Probabilistic
1.0,1.0,1.0,,1.0,0.5,citrus.csv,Noisy,0,discrete,red,Ada Boost Classifier,Ensemble Tree
1.0,1.0,1.0,,1.0,0.5011,citrus.csv,Noisy,0,discrete,red,Linear Discriminant Analysis,Linear
0.486,0.0,0.0,,0.0,0.5,citrus.csv,Noisy,0,discrete,red,Dummy Classifier,Heuristic based
1.0,1.0,1.0,,1.0,0.5153,citrus.csv,Noisy,0,discrete,blue,Extra Tree Classifier,Single Tree
1.0,1.0,1.0,,1.0,0.7725,citrus.csv,Noisy,0,discrete,blue,Cat Boost Classifier,Ensemble Tree
1.0,1.0,1.0,,1.0,0.5266,citrus.csv,Noisy,0,discrete,blue,MLP Classifier,Neural Networks
0.514,1.0,0.0545,,0.1033,0.2961,citrus.csv,Noisy,0,discrete,blue,Support Vector Machine,Linear
1.0,1.0,1.0,,1.0,0.5,citrus.csv,Noisy,0,continue,diameter,Decision Tree Classifier,Single Tree
1.0,1.0,1.0,,1.0,0.5,citrus.csv,Noisy,0,continue,weight,Decision Tree Classifier,Single Tree
1.0,1.0,1.0,,1.0,0.5087,citrus.csv,Noisy,0,continue,weight,Logistic Regression,Linear
1.0,1.0,1.0,,1.0,0.5011,citrus.csv,Noisy,0,continue,weight,Linear Discriminant Analysis,Linear
0.514,1.0,0.0545,,0.1033,0.2961,citrus.csv,Noisy,0,continue,weight,Support Vector Machine,Linear
0.486,0.0,0.0,,0.0,0.5,citrus.csv,Noisy,0,continue,weight,Dummy Classifier,Heuristic based
0.8462,0.9104,0.8592,,0.8841,0.796,diabetes_data_upload.csv,NULL,0,,NULL,Logistic Regression,Linear
0.6827,0.6827,1.0,,0.8114,0.5,diabetes_data_upload.csv,NULL,0,,NULL,Dummy Classifier,Heuristic based
0.8077,0.9048,0.8028,,0.8507,0.0,diabetes_data_upload.csv,Missing,0,binary,Gender,Ridge Classifier,Linear
0.9231,0.9846,0.9014,,0.9412,0.35,diabetes_data_upload.csv,Missing,0,binary,Gender,Gaussian Process Classifier,Probabilistic
0.6298,0.5754,0.8066,,0.6717,0.5174,age_predictions_cleaned-3.csv,Outlier,0,continue,LBXGLU,Quadratic Discriminant Analysis,Probabilistic
0.8654,0.9524,0.8451,,0.8955,0.767,diabetes_data_upload.csv,Missing,0,binary,Polyuria,Ada Boost Classifier,Ensemble Tree
0.8558,0.8784,0.9155,,0.8966,0.0,diabetes_data_upload.csv,Missing,0,binary,sudden weight loss,SGD Classifier,Linear
0.9327,0.9571,0.9437,,0.9504,0.5158,diabetes_data_upload.csv,Missing,0,binary,weakness,Random Forest Classifier,Ensemble Tree
0.9135,0.9559,0.9155,,0.9353,0.6594,diabetes_data_upload.csv,Missing,0,binary,Itching,Cat Boost Classifier,Ensemble Tree
0.9519,0.9583,0.9718,,0.965,0.4738,diabetes_data_upload.csv,Missing,0,binary,Irritability,Extra Tree Classifier,Single Tree
0.9135,0.9844,0.8873,,0.9333,0.7582,diabetes_data_upload.csv,Missing,0,binary,Irritability,Support Vector Machine,Linear
0.8077,0.9048,0.8028,,0.8507,0.0,diabetes_data_upload.csv,Missing,0,binary,delayed healing,Ridge Classifier,Linear
0.6827,0.6827,1.0,,0.8114,0.5,diabetes_data_upload.csv,Missing,0,binary,delayed healing,Dummy Classifier,Heuristic based
0.9327,0.9571,0.9437,,0.9504,0.5158,diabetes_data_upload.csv,Missing,0,binary,partial paresis,Random Forest Classifier,Ensemble Tree
0.9519,0.9583,0.9718,,0.965,0.4738,diabetes_data_upload.csv,Missing,0,binary,partial paresis,Extra Tree Classifier,Single Tree
0.8173,0.8824,0.8451,,0.8633,0.6455,diabetes_data_upload.csv,Missing,0,binary,partial paresis,Gaussian Naive Bayes,Probabilistic
0.9519,0.9583,0.9718,,0.965,0.4738,diabetes_data_upload.csv,Missing,0,binary,muscle stiffness,Extra Tree Classifier,Single Tree
0.9135,0.9844,0.8873,,0.9333,0.7582,diabetes_data_upload.csv,Missing,0,binary,muscle stiffness,Support Vector Machine,Linear
0.8077,0.9048,0.8028,,0.8507,0.0,diabetes_data_upload.csv,Missing,0,binary,muscle stiffness,Ridge Classifier,Linear
0.9135,0.9844,0.8873,,0.9333,0.7582,diabetes_data_upload.csv,Labels,0,target,class,Support Vector Machine,Linear
0.8462,0.9104,0.8592,,0.8841,0.796,diabetes_data_upload.csv,Outlier,0,discrete,Age,Logistic Regression,Linear
0.8462,0.9104,0.8592,,0.8841,0.796,diabetes_data_upload.csv,Noisy,0,discrete,Age,Logistic Regression,Linear
0.8173,0.8824,0.8451,,0.8633,0.6455,diabetes_data_upload.csv,Noisy,0,binary,Polydipsia,Gaussian Naive Bayes,Probabilistic
0.9135,0.9559,0.9155,,0.9353,0.6594,diabetes_data_upload.csv,Noisy,0,binary,sudden weight loss,Cat Boost Classifier,Ensemble Tree
0.8462,0.9104,0.8592,,0.8841,0.8124,diabetes_data_upload.csv,Noisy,0,binary,sudden weight loss,MLP Classifier,Neural Networks
0.9135,0.9844,0.8873,,0.9333,0.7582,diabetes_data_upload.csv,Noisy,0,binary,weakness,Support Vector Machine,Linear
0.8654,0.9524,0.8451,,0.8955,0.767,diabetes_data_upload.csv,Noisy,0,binary,Polyphagia,Ada Boost Classifier,Ensemble Tree
0.8462,0.9104,0.8592,,0.8841,0.796,diabetes_data_upload.csv,Noisy,0,binary,Polyphagia,Logistic Regression,Linear
0.6827,0.6827,1.0,,0.8114,0.5,diabetes_data_upload.csv,Noisy,0,binary,Polyphagia,Dummy Classifier,Heuristic based
