DATASETNAME,MODELNAME,ACC,PREC,REC,F1,AUC,FEATNAME,FEATTYPE,ERRTYPE,MODELTYPE
Healthcare-Diabetes.csv,MLP Classifier,0.6643,0.5111,0.123,0.1983,0.3473,SkinThickness,discrete,Missing,Neural Networks
Healthcare-Diabetes.csv,Ada Boost Classifier,0.8105,0.7384,0.6791,0.7075,0.2843,Insulin,discrete,Missing,Ensemble Tree
Healthcare-Diabetes.csv,K-Neighborg Classifier,0.6913,0.5656,0.369,0.4466,0.3629,Insulin,discrete,Missing,Neighborg based
Healthcare-Diabetes.csv,Ridge Classifier,0.7852,0.7615,0.5294,0.6246,0.0,Age,discrete,Missing,Linear
Healthcare-Diabetes.csv,Gaussian Naive Bayes,0.7708,0.6765,0.615,0.6443,0.3546,Age,discrete,Missing,Probabilistic
Healthcare-Diabetes.csv,MLP Classifier,0.6643,0.5111,0.123,0.1983,0.3473,Age,discrete,Missing,Neural Networks
Healthcare-Diabetes.csv,Support Vector Machine,0.6625,0.0,0.0,0.0,0.4973,Age,discrete,Missing,Linear
Healthcare-Diabetes.csv,Gradient Boosting Classifier,0.8773,0.865,0.754,0.8057,0.2774,Outcome,target,DuplicatedAll,Ensemble Tree
Healthcare-Diabetes.csv,Logistic Regression,0.7906,0.763,0.5508,0.6398,0.2926,Outcome,target,DuplicatedAll,Linear
Healthcare-Diabetes.csv,Gaussian Process Classifier,0.6715,0.5221,0.3155,0.3933,0.5,Outcome,target,DuplicatedAll,Probabilistic
Healthcare-Diabetes.csv,Cat Boost Classifier,0.9368,0.9176,0.893,0.9051,0.2599,Outcome,target,Labels,Ensemble Tree
Healthcare-Diabetes.csv,Linear Discriminant Analysis,0.7924,0.7647,0.5561,0.644,0.2908,Outcome,target,Labels,Linear
Healthcare-Diabetes.csv,Ada Boost Classifier,0.8105,0.7384,0.6791,0.7075,0.2843,Outcome,target,Labels,Ensemble Tree
Healthcare-Diabetes.csv,Gaussian Naive Bayes,0.7708,0.6765,0.615,0.6443,0.3546,Outcome,target,Labels,Probabilistic
Healthcare-Diabetes.csv,K-Neighborg Classifier,0.6913,0.5656,0.369,0.4466,0.3629,Outcome,target,Labels,Neighborg based
Healthcare-Diabetes.csv,Gaussian Process Classifier,0.6715,0.5221,0.3155,0.3933,0.5,Outcome,target,Labels,Probabilistic
Healthcare-Diabetes.csv,Cat Boost Classifier,0.9368,0.9176,0.893,0.9051,0.2599,BMI,continue,Outlier,Ensemble Tree
Healthcare-Diabetes.csv,Gaussian Process Classifier,0.6715,0.5221,0.3155,0.3933,0.5,BMI,continue,Outlier,Probabilistic
Healthcare-Diabetes.csv,Cat Boost Classifier,0.9368,0.9176,0.893,0.9051,0.2599,DiabetesPedigreeFunction,continue,Outlier,Ensemble Tree
Healthcare-Diabetes.csv,Support Vector Machine,0.6625,0.0,0.0,0.0,0.4973,DiabetesPedigreeFunction,continue,Outlier,Linear
Healthcare-Diabetes.csv,MLP Classifier,0.6643,0.5111,0.123,0.1983,0.3473,DiabetesPedigreeFunction,continue,Outlier,Neural Networks
Healthcare-Diabetes.csv,Gaussian Process Classifier,0.6715,0.5221,0.3155,0.3933,0.5,DiabetesPedigreeFunction,continue,Outlier,Probabilistic
Healthcare-Diabetes.csv,Gaussian Process Classifier,0.6715,0.5221,0.3155,0.3933,0.5,Pregnancies,discrete,Outlier,Probabilistic
Healthcare-Diabetes.csv,Random Forest Classifier,0.9621,0.9511,0.9358,0.9434,0.2496,Glucose,discrete,Outlier,Ensemble Tree
Healthcare-Diabetes.csv,Gradient Boosting Classifier,0.8773,0.865,0.754,0.8057,0.2774,Glucose,discrete,Outlier,Ensemble Tree
Healthcare-Diabetes.csv,Dummy Classifier,0.6625,0.0,0.0,0.0,0.5,Glucose,discrete,Outlier,Heuristic based
Healthcare-Diabetes.csv,Ridge Classifier,0.7852,0.7615,0.5294,0.6246,0.0,BloodPressure,discrete,Outlier,Linear
Healthcare-Diabetes.csv,Gaussian Process Classifier,0.6715,0.5221,0.3155,0.3933,0.5,BloodPressure,discrete,Outlier,Probabilistic
Healthcare-Diabetes.csv,Logistic Regression,0.7906,0.763,0.5508,0.6398,0.2926,SkinThickness,discrete,Outlier,Linear
Healthcare-Diabetes.csv,MLP Classifier,0.6643,0.5111,0.123,0.1983,0.3473,SkinThickness,discrete,Outlier,Neural Networks
Healthcare-Diabetes.csv,SGD Classifier,0.6661,0.5278,0.1016,0.1704,0.0,SkinThickness,discrete,Outlier,Linear
Healthcare-Diabetes.csv,Logistic Regression,0.7906,0.763,0.5508,0.6398,0.2926,Insulin,discrete,Outlier,Linear
Healthcare-Diabetes.csv,Dummy Classifier,0.6625,0.0,0.0,0.0,0.5,Insulin,discrete,Outlier,Heuristic based
Healthcare-Diabetes.csv,Random Forest Classifier,0.9621,0.9511,0.9358,0.9434,0.2496,Age,discrete,Outlier,Ensemble Tree
Healthcare-Diabetes.csv,MLP Classifier,0.6643,0.5111,0.123,0.1983,0.3473,Age,discrete,Outlier,Neural Networks
Healthcare-Diabetes.csv,Dummy Classifier,0.6625,0.0,0.0,0.0,0.5,Pregnancies,discrete,Noisy,Heuristic based
Healthcare-Diabetes.csv,Ridge Classifier,0.7852,0.7615,0.5294,0.6246,0.0,Glucose,discrete,Noisy,Linear
Healthcare-Diabetes.csv,Ridge Classifier,0.7852,0.7615,0.5294,0.6246,0.0,BloodPressure,discrete,Noisy,Linear
Healthcare-Diabetes.csv,Support Vector Machine,0.6625,0.0,0.0,0.0,0.4973,BloodPressure,discrete,Noisy,Linear
Healthcare-Diabetes.csv,Extra Tree Classifier,0.9639,0.9514,0.9412,0.9462,0.3039,SkinThickness,discrete,Noisy,Single Tree
Healthcare-Diabetes.csv,Gaussian Naive Bayes,0.7708,0.6765,0.615,0.6443,0.3546,SkinThickness,discrete,Noisy,Probabilistic
Healthcare-Diabetes.csv,MLP Classifier,0.6643,0.5111,0.123,0.1983,0.3473,SkinThickness,discrete,Noisy,Neural Networks
Healthcare-Diabetes.csv,Gaussian Process Classifier,0.6715,0.5221,0.3155,0.3933,0.5,Insulin,discrete,Noisy,Probabilistic
Healthcare-Diabetes.csv,SGD Classifier,0.6661,0.5278,0.1016,0.1704,0.0,Age,discrete,Noisy,Linear
Healthcare-Diabetes.csv,Ada Boost Classifier,0.8105,0.7384,0.6791,0.7075,0.2843,BMI,continue,Noisy,Ensemble Tree
Healthcare-Diabetes.csv,MLP Classifier,0.6643,0.5111,0.123,0.1983,0.3473,BMI,continue,Noisy,Neural Networks
Healthcare-Diabetes.csv,Dummy Classifier,0.6625,0.0,0.0,0.0,0.5,BMI,continue,Noisy,Heuristic based
Healthcare-Diabetes.csv,K-Neighborg Classifier,0.6913,0.5656,0.369,0.4466,0.3629,DiabetesPedigreeFunction,continue,Noisy,Neighborg based
Healthcare-Diabetes.csv,SGD Classifier,0.6661,0.5278,0.1016,0.1704,0.0,DiabetesPedigreeFunction,continue,Noisy,Linear
heart_failure_clinical_records.csv,Extra Tree Classifier,0.99,0.9906,0.9783,0.9844,0.4948,NULL,,NULL,Single Tree
heart_failure_clinical_records.csv,Gaussian Process Classifier,0.958,0.9965,0.8727,0.9305,0.5561,NULL,,NULL,Probabilistic
heart_failure_clinical_records.csv,Ada Boost Classifier,0.933,0.918,0.8696,0.8931,0.4055,NULL,,NULL,Ensemble Tree
heart_failure_clinical_records.csv,Gaussian Naive Bayes,0.815,0.8513,0.5155,0.6422,0.2357,NULL,,NULL,Probabilistic
heart_failure_clinical_records.csv,SGD Classifier,0.684,0.6071,0.0528,0.0971,0.0,NULL,,NULL,Linear
heart_failure_clinical_records.csv,MLP Classifier,0.685,0.64,0.0497,0.0922,0.4914,NULL,,NULL,Neural Networks
heart_failure_clinical_records.csv,Support Vector Machine,0.951,1.0,0.8478,0.9176,0.8605,ejection_fraction,discrete,Missing,Linear
heart_failure_clinical_records.csv,MLP Classifier,0.685,0.64,0.0497,0.0922,0.4914,ejection_fraction,discrete,Missing,Neural Networks
heart_failure_clinical_records.csv,Cat Boost Classifier,0.995,0.9969,0.9876,0.9922,0.3651,platelets,continue,Missing,Ensemble Tree
heart_failure_clinical_records.csv,Decision Tree Classifier,0.992,0.9968,0.9783,0.9875,0.5022,platelets,continue,Missing,Single Tree
heart_failure_clinical_records.csv,Support Vector Machine,0.951,1.0,0.8478,0.9176,0.8605,platelets,continue,Missing,Linear
heart_failure_clinical_records.csv,Ada Boost Classifier,0.933,0.918,0.8696,0.8931,0.4055,serum_creatinine,continue,Missing,Ensemble Tree
heart_failure_clinical_records.csv,SGD Classifier,0.684,0.6071,0.0528,0.0971,0.0,serum_sodium,discrete,Missing,Linear
heart_failure_clinical_records.csv,Decision Tree Classifier,0.992,0.9968,0.9783,0.9875,0.5022,age,discrete,Missing,Single Tree
heart_failure_clinical_records.csv,K-Neighborg Classifier,0.938,0.8916,0.9193,0.9052,0.513,age,discrete,Missing,Neighborg based
heart_failure_clinical_records.csv,Linear Discriminant Analysis,0.829,0.7612,0.6832,0.7201,0.2963,age,discrete,Missing,Linear
heart_failure_clinical_records.csv,Logistic Regression,0.825,0.7561,0.6739,0.7126,0.2925,age,discrete,Missing,Linear
heart_failure_clinical_records.csv,Decision Tree Classifier,0.992,0.9968,0.9783,0.9875,0.5022,creatinine_phosphokinase,discrete,Missing,Single Tree
heart_failure_clinical_records.csv,Quadratic Discriminant Analysis,0.817,0.8117,0.5621,0.6642,0.2368,creatinine_phosphokinase,discrete,Missing,Probabilistic
heart_failure_clinical_records.csv,SGD Classifier,0.684,0.6071,0.0528,0.0971,0.0,creatinine_phosphokinase,discrete,Missing,Linear
heart_failure_clinical_records.csv,Extra Tree Classifier,0.99,0.9906,0.9783,0.9844,0.4948,time,discrete,Missing,Single Tree
heart_failure_clinical_records.csv,Random Forest Classifier,0.995,0.9969,0.9876,0.9922,0.4827,time,discrete,Missing,Ensemble Tree
Healthcare-Diabetes.csv,Quadratic Discriminant Analysis,0.787,0.7447,0.5615,0.6402,0.3824,Glucose,discrete,Missing,Probabilistic
Healthcare-Diabetes.csv,Quadratic Discriminant Analysis,0.787,0.7447,0.5615,0.6402,0.3824,Outcome,target,Labels,Probabilistic
Healthcare-Diabetes.csv,Quadratic Discriminant Analysis,0.787,0.7447,0.5615,0.6402,0.3824,SkinThickness,discrete,Outlier,Probabilistic
heart_failure_clinical_records.csv,Gaussian Process Classifier,0.958,0.9965,0.8727,0.9305,0.5561,anaemia,binary,Missing,Probabilistic
heart_failure_clinical_records.csv,SGD Classifier,0.684,0.6071,0.0528,0.0971,0.0,anaemia,binary,Missing,Linear
heart_failure_clinical_records.csv,Extra Tree Classifier,0.99,0.9906,0.9783,0.9844,0.4948,diabetes,binary,Missing,Single Tree
heart_failure_clinical_records.csv,SGD Classifier,0.684,0.6071,0.0528,0.0971,0.0,diabetes,binary,Missing,Linear
heart_failure_clinical_records.csv,Random Forest Classifier,0.995,0.9969,0.9876,0.9922,0.4827,high_blood_pressure,binary,Missing,Ensemble Tree
heart_failure_clinical_records.csv,Gaussian Process Classifier,0.958,0.9965,0.8727,0.9305,0.5561,sex,binary,Missing,Probabilistic
heart_failure_clinical_records.csv,Decision Tree Classifier,0.992,0.9968,0.9783,0.9875,0.5022,smoking,binary,Missing,Single Tree
heart_failure_clinical_records.csv,Linear Discriminant Analysis,0.829,0.7612,0.6832,0.7201,0.2963,smoking,binary,Missing,Linear
heart_failure_clinical_records.csv,Logistic Regression,0.825,0.7561,0.6739,0.7126,0.2925,smoking,binary,Missing,Linear
heart_failure_clinical_records.csv,Linear Discriminant Analysis,0.829,0.7612,0.6832,0.7201,0.2963,DEATH_EVENT,target,DuplicatedAll,Linear
heart_failure_clinical_records.csv,Dummy Classifier,0.678,0.0,0.0,0.0,0.5,DEATH_EVENT,target,DuplicatedAll,Heuristic based
heart_failure_clinical_records.csv,SGD Classifier,0.684,0.6071,0.0528,0.0971,0.0,DEATH_EVENT,target,DuplicatedAll,Linear
heart_failure_clinical_records.csv,Linear Discriminant Analysis,0.829,0.7612,0.6832,0.7201,0.2963,DEATH_EVENT,target,Labels,Linear
heart_failure_clinical_records.csv,Quadratic Discriminant Analysis,0.817,0.8117,0.5621,0.6642,0.2368,DEATH_EVENT,target,Labels,Probabilistic
heart_failure_clinical_records.csv,Random Forest Classifier,0.995,0.9969,0.9876,0.9922,0.4827,serum_creatinine,continue,Outlier,Ensemble Tree
heart_failure_clinical_records.csv,Gradient Boosting Classifier,0.979,0.9748,0.9596,0.9671,0.3066,serum_creatinine,continue,Outlier,Ensemble Tree
heart_failure_clinical_records.csv,K-Neighborg Classifier,0.938,0.8916,0.9193,0.9052,0.513,serum_creatinine,continue,Outlier,Neighborg based
heart_failure_clinical_records.csv,Extra Tree Classifier,0.99,0.9906,0.9783,0.9844,0.4948,age,discrete,Outlier,Single Tree
heart_failure_clinical_records.csv,Ada Boost Classifier,0.933,0.918,0.8696,0.8931,0.4055,age,discrete,Outlier,Ensemble Tree
heart_failure_clinical_records.csv,Dummy Classifier,0.678,0.0,0.0,0.0,0.5,age,discrete,Outlier,Heuristic based
heart_failure_clinical_records.csv,Cat Boost Classifier,0.995,0.9969,0.9876,0.9922,0.3651,creatinine_phosphokinase,discrete,Outlier,Ensemble Tree
heart_failure_clinical_records.csv,Decision Tree Classifier,0.992,0.9968,0.9783,0.9875,0.5022,time,discrete,Outlier,Single Tree
heart_failure_clinical_records.csv,Dummy Classifier,0.678,0.0,0.0,0.0,0.5,time,discrete,Outlier,Heuristic based
heart_failure_clinical_records.csv,Gradient Boosting Classifier,0.979,0.9748,0.9596,0.9671,0.3066,ejection_fraction,discrete,Outlier,Ensemble Tree
heart_failure_clinical_records.csv,Decision Tree Classifier,0.992,0.9968,0.9783,0.9875,0.5022,serum_sodium,discrete,Outlier,Single Tree
heart_failure_clinical_records.csv,Gaussian Naive Bayes,0.815,0.8513,0.5155,0.6422,0.2357,serum_sodium,discrete,Outlier,Probabilistic
heart_failure_clinical_records.csv,Dummy Classifier,0.678,0.0,0.0,0.0,0.5,serum_sodium,discrete,Outlier,Heuristic based
heart_failure_clinical_records.csv,Extra Tree Classifier,0.99,0.9906,0.9783,0.9844,0.4948,creatinine_phosphokinase,discrete,Noisy,Single Tree
heart_failure_clinical_records.csv,Support Vector Machine,0.951,1.0,0.8478,0.9176,0.8605,creatinine_phosphokinase,discrete,Noisy,Linear
heart_failure_clinical_records.csv,Dummy Classifier,0.678,0.0,0.0,0.0,0.5,creatinine_phosphokinase,discrete,Noisy,Heuristic based
heart_failure_clinical_records.csv,Cat Boost Classifier,0.995,0.9969,0.9876,0.9922,0.3651,time,discrete,Noisy,Ensemble Tree
heart_failure_clinical_records.csv,K-Neighborg Classifier,0.938,0.8916,0.9193,0.9052,0.513,time,discrete,Noisy,Neighborg based
heart_failure_clinical_records.csv,K-Neighborg Classifier,0.938,0.8916,0.9193,0.9052,0.513,ejection_fraction,discrete,Noisy,Neighborg based
heart_failure_clinical_records.csv,Linear Discriminant Analysis,0.829,0.7612,0.6832,0.7201,0.2963,ejection_fraction,discrete,Noisy,Linear
heart_failure_clinical_records.csv,Decision Tree Classifier,0.992,0.9968,0.9783,0.9875,0.5022,serum_sodium,discrete,Noisy,Single Tree
heart_failure_clinical_records.csv,Linear Discriminant Analysis,0.829,0.7612,0.6832,0.7201,0.2963,serum_sodium,discrete,Noisy,Linear
heart_failure_clinical_records.csv,MLP Classifier,0.685,0.64,0.0497,0.0922,0.4914,platelets,continue,Noisy,Neural Networks
heart_failure_clinical_records.csv,Dummy Classifier,0.678,0.0,0.0,0.0,0.5,serum_creatinine,continue,Noisy,Heuristic based
heart_failure_clinical_records.csv,Ada Boost Classifier,0.933,0.918,0.8696,0.8931,0.4055,anaemia,binary,Noisy,Ensemble Tree
heart_failure_clinical_records.csv,Gaussian Naive Bayes,0.815,0.8513,0.5155,0.6422,0.2357,anaemia,binary,Noisy,Probabilistic
heart_failure_clinical_records.csv,Cat Boost Classifier,0.995,0.9969,0.9876,0.9922,0.3651,diabetes,binary,Noisy,Ensemble Tree
heart_failure_clinical_records.csv,Logistic Regression,0.825,0.7561,0.6739,0.7126,0.2925,diabetes,binary,Noisy,Linear
heart_failure_clinical_records.csv,Dummy Classifier,0.678,0.0,0.0,0.0,0.5,diabetes,binary,Noisy,Heuristic based
heart_failure_clinical_records.csv,MLP Classifier,0.685,0.64,0.0497,0.0922,0.4914,diabetes,binary,Noisy,Neural Networks
heart_failure_clinical_records.csv,Gradient Boosting Classifier,0.979,0.9748,0.9596,0.9671,0.3066,high_blood_pressure,binary,Noisy,Ensemble Tree
heart_failure_clinical_records.csv,Ada Boost Classifier,0.933,0.918,0.8696,0.8931,0.4055,sex,binary,Noisy,Ensemble Tree
heart_failure_clinical_records.csv,Linear Discriminant Analysis,0.829,0.7612,0.6832,0.7201,0.2963,sex,binary,Noisy,Linear
heart_failure_clinical_records.csv,Random Forest Classifier,0.995,0.9969,0.9876,0.9922,0.4827,smoking,binary,Noisy,Ensemble Tree
heart_failure_clinical_records.csv,Linear Discriminant Analysis,0.829,0.7612,0.6832,0.7201,0.2963,smoking,binary,Noisy,Linear
heart_failure_clinical_records.csv,MLP Classifier,0.685,0.64,0.0497,0.0922,0.4914,smoking,binary,Noisy,Neural Networks
loan_approval.csv,Quadratic Discriminant Analysis,0.9286,0.9538,0.9306,0.9421,0.7934,NULL,,NULL,Probabilistic
loan_approval.csv,SGD Classifier,0.6206,0.6231,0.9925,0.7656,0.0,NULL,,NULL,Linear
loan_approval.csv,Ada Boost Classifier,0.9707,0.9829,0.97,0.9764,0.6016, income_annum,discrete,Missing,Ensemble Tree
loan_approval.csv,Gaussian Naive Bayes,0.7412,0.7197,0.9587,0.8222,0.9418, income_annum,discrete,Missing,Probabilistic
loan_approval.csv,Decision Tree Classifier,0.9754,0.9904,0.97,0.9801,0.5,NULL,,NULL,Single Tree
loan_approval.csv,Dummy Classifier,0.6241,0.6241,1.0,0.7686,0.5,NULL,,NULL,Heuristic based
loan_approval.csv,Linear Discriminant Analysis,0.9169,0.9602,0.9043,0.9314,0.6534, income_annum,discrete,Missing,Linear
loan_approval.csv,Decision Tree Classifier,0.9754,0.9904,0.97,0.9801,0.5, loan_amount,discrete,Missing,Single Tree
loan_approval.csv,Ridge Classifier,0.918,0.9602,0.9062,0.9324,0.0, loan_amount,discrete,Missing,Linear
loan_approval.csv,Quadratic Discriminant Analysis,0.9286,0.9538,0.9306,0.9421,0.7934, loan_amount,discrete,Missing,Probabilistic
loan_approval.csv,Logistic Regression,0.8068,0.8016,0.9174,0.8556,0.7498, loan_amount,discrete,Missing,Linear
loan_approval.csv,Gaussian Process Classifier,0.3759,0.0,0.0,0.0,0.5, loan_amount,discrete,Missing,Probabilistic
loan_approval.csv,Gradient Boosting Classifier,0.9789,0.9905,0.9756,0.983,0.6147, loan_term,discrete,Missing,Ensemble Tree
loan_approval.csv,Gaussian Naive Bayes,0.7412,0.7197,0.9587,0.8222,0.9418, loan_term,discrete,Missing,Probabilistic
loan_approval.csv,Support Vector Machine,0.6241,0.6241,1.0,0.7686,0.5, loan_term,discrete,Missing,Linear
loan_approval.csv,Extra Tree Classifier,0.959,0.9698,0.9644,0.9671,0.7115, cibil_score,discrete,Missing,Single Tree
loan_approval.csv,Logistic Regression,0.8068,0.8016,0.9174,0.8556,0.7498, commercial_assets_value,discrete,Missing,Linear
loan_approval.csv,Ada Boost Classifier,0.9707,0.9829,0.97,0.9764,0.6016, bank_asset_value,discrete,Missing,Ensemble Tree
loan_approval.csv,Extra Tree Classifier,0.959,0.9698,0.9644,0.9671,0.7115, bank_asset_value,discrete,Missing,Single Tree
loan_approval.csv,Gaussian Process Classifier,0.3759,0.0,0.0,0.0,0.5, education,categorical String,Missing,Probabilistic
loan_approval.csv,Gradient Boosting Classifier,0.9789,0.9905,0.9756,0.983,0.6147, self_employed,categorical String,Missing,Ensemble Tree
loan_approval.csv,Cat Boost Classifier,0.9789,0.9905,0.9756,0.983,0.357,loan_status,target,DuplicatedAll,Ensemble Tree
loan_approval.csv,K-Neighborg Classifier,0.5433,0.617,0.7073,0.6591,0.4985,loan_status,target,DuplicatedAll,Neighborg based
loan_approval.csv,SGD Classifier,0.6206,0.6231,0.9925,0.7656,0.0,loan_status,target,Labels,Linear
loan_approval.csv,Gaussian Process Classifier,0.3759,0.0,0.0,0.0,0.5,loan_status,target,Labels,Probabilistic
loan_approval.csv,Gradient Boosting Classifier,0.9789,0.9905,0.9756,0.983,0.6147, no_of_dependents,discrete,Outlier,Ensemble Tree
loan_approval.csv,Quadratic Discriminant Analysis,0.9286,0.9538,0.9306,0.9421,0.7934, income_annum,discrete,Outlier,Probabilistic
loan_approval.csv,Ridge Classifier,0.918,0.9602,0.9062,0.9324,0.0, income_annum,discrete,Outlier,Linear
loan_approval.csv,Support Vector Machine,0.6241,0.6241,1.0,0.7686,0.5, income_annum,discrete,Outlier,Linear
loan_approval.csv,K-Neighborg Classifier,0.5433,0.617,0.7073,0.6591,0.4985, income_annum,discrete,Outlier,Neighborg based
loan_approval.csv,Extra Tree Classifier,0.959,0.9698,0.9644,0.9671,0.7115, loan_amount,discrete,Outlier,Single Tree
loan_approval.csv,Cat Boost Classifier,0.9789,0.9905,0.9756,0.983,0.357, loan_term,discrete,Outlier,Ensemble Tree
loan_approval.csv,Gradient Boosting Classifier,0.9789,0.9905,0.9756,0.983,0.6147, loan_term,discrete,Outlier,Ensemble Tree
loan_approval.csv,Random Forest Classifier,0.9778,0.9905,0.9737,0.982,0.6225, loan_term,discrete,Outlier,Ensemble Tree
loan_approval.csv,Ridge Classifier,0.918,0.9602,0.9062,0.9324,0.0, loan_term,discrete,Outlier,Linear
loan_approval.csv,Ada Boost Classifier,0.9707,0.9829,0.97,0.9764,0.6016, cibil_score,discrete,Outlier,Ensemble Tree
loan_approval.csv,Gaussian Naive Bayes,0.7412,0.7197,0.9587,0.8222,0.9418, cibil_score,discrete,Outlier,Probabilistic
loan_approval.csv,K-Neighborg Classifier,0.5433,0.617,0.7073,0.6591,0.4985, residential_assets_value,discrete,Outlier,Neighborg based
loan_approval.csv,Extra Tree Classifier,0.959,0.9698,0.9644,0.9671,0.7115, luxury_assets_value,discrete,Outlier,Single Tree
loan_approval.csv,K-Neighborg Classifier,0.5433,0.617,0.7073,0.6591,0.4985, luxury_assets_value,discrete,Outlier,Neighborg based
loan_approval.csv,MLP Classifier,0.5948,0.6216,0.8968,0.7343,0.5031, luxury_assets_value,discrete,Outlier,Neural Networks
loan_approval.csv,Extra Tree Classifier,0.959,0.9698,0.9644,0.9671,0.7115, bank_asset_value,discrete,Outlier,Single Tree
loan_approval.csv,Gaussian Naive Bayes,0.7412,0.7197,0.9587,0.8222,0.9418, bank_asset_value,discrete,Outlier,Probabilistic
loan_approval.csv,Gaussian Naive Bayes,0.7412,0.7197,0.9587,0.8222,0.9418, education,categorical String,Outlier,Probabilistic
loan_approval.csv,Ridge Classifier,0.918,0.9602,0.9062,0.9324,0.0, self_employed,categorical String,Outlier,Linear
loan_approval.csv,Cat Boost Classifier,0.9789,0.9905,0.9756,0.983,0.357, income_annum,discrete,Noisy,Ensemble Tree
loan_approval.csv,Gaussian Process Classifier,0.3759,0.0,0.0,0.0,0.5, income_annum,discrete,Noisy,Probabilistic
loan_approval.csv,Quadratic Discriminant Analysis,0.9286,0.9538,0.9306,0.9421,0.7934, loan_term,discrete,Noisy,Probabilistic
loan_approval.csv,Support Vector Machine,0.6241,0.6241,1.0,0.7686,0.5, residential_assets_value,discrete,Noisy,Linear
loan_approval.csv,Random Forest Classifier,0.9778,0.9905,0.9737,0.982,0.6225, residential_assets_value,discrete,Noisy,Ensemble Tree
loan_approval.csv,MLP Classifier,0.5948,0.6216,0.8968,0.7343,0.5031, residential_assets_value,discrete,Noisy,Neural Networks
loan_approval.csv,Ridge Classifier,0.918,0.9602,0.9062,0.9324,0.0, commercial_assets_value,discrete,Noisy,Linear
loan_approval.csv,Gaussian Naive Bayes,0.7412,0.7197,0.9587,0.8222,0.9418, luxury_assets_value,discrete,Noisy,Probabilistic
loan_approval.csv,SGD Classifier,0.6206,0.6231,0.9925,0.7656,0.0, luxury_assets_value,discrete,Noisy,Linear
loan_approval.csv,Random Forest Classifier,0.9778,0.9905,0.9737,0.982,0.6225, bank_asset_value,discrete,Noisy,Ensemble Tree
loan_approval.csv,Support Vector Machine,0.6241,0.6241,1.0,0.7686,0.5, bank_asset_value,discrete,Noisy,Linear
loan_approval.csv,Linear Discriminant Analysis,0.9169,0.9602,0.9043,0.9314,0.6534, loan_amount,discrete,Missing,Linear
loan_approval.csv,Dummy Classifier,0.6241,0.6241,1.0,0.7686,0.5, loan_amount,discrete,Missing,Heuristic based
loan_approval.csv,Dummy Classifier,0.6241,0.6241,1.0,0.7686,0.5, residential_assets_value,discrete,Missing,Heuristic based
loan_approval.csv,Dummy Classifier,0.6241,0.6241,1.0,0.7686,0.5, luxury_assets_value,discrete,Missing,Heuristic based
loan_approval.csv,Linear Discriminant Analysis,0.9169,0.9602,0.9043,0.9314,0.6534, bank_asset_value,discrete,Missing,Linear
loan_approval.csv,Decision Tree Classifier,0.9754,0.9904,0.97,0.9801,0.5, education,categorical String,Missing,Single Tree
loan_approval.csv,Dummy Classifier,0.6241,0.6241,1.0,0.7686,0.5, education,categorical String,Missing,Heuristic based
loan_approval.csv,Dummy Classifier,0.6241,0.6241,1.0,0.7686,0.5,loan_status,target,DuplicatedAll,Heuristic based
loan_approval.csv,Dummy Classifier,0.6241,0.6241,1.0,0.7686,0.5, bank_asset_value,discrete,Outlier,Heuristic based
loan_approval.csv,Dummy Classifier,0.6241,0.6241,1.0,0.7686,0.5, loan_term,discrete,Noisy,Heuristic based
loan_approval.csv,MLP Classifier,0.5948,0.6216,0.8968,0.7343,0.5031, education,categorical String,Noisy,Neural Networks
loan_approval.csv,Ada Boost Classifier,0.9707,0.9829,0.97,0.9764,0.6016, self_employed,categorical String,Noisy,Ensemble Tree
loan_approval.csv,Extra Tree Classifier,0.959,0.9698,0.9644,0.9671,0.7115, self_employed,categorical String,Noisy,Single Tree
loan_approval.csv,Support Vector Machine,0.6241,0.6241,1.0,0.7686,0.5, self_employed,categorical String,Noisy,Linear
loan_approval.csv,Gaussian Process Classifier,0.3759,0.0,0.0,0.0,0.5, self_employed,categorical String,Noisy,Probabilistic
Occupancy.csv,Gradient Boosting Classifier,0.7682,0.0,0.0,0.0,0.5,Temperature,continue,Missing,Ensemble Tree
Occupancy.csv,SGD Classifier,0.9891,0.9595,0.9948,0.9768,0.0,Humidity,continue,Missing,Linear
Occupancy.csv,Ridge Classifier,0.7682,0.5,0.001,0.0021,0.0,Humidity,continue,Missing,Linear
Occupancy.csv,Dummy Classifier,0.7682,0.0,0.0,0.0,0.5,Humidity,continue,Missing,Heuristic based
Occupancy.csv,MLP Classifier,0.9895,0.9615,0.9948,0.9778,0.0942,Light,continue,Missing,Neural Networks
Occupancy.csv,Cat Boost Classifier,0.7682,0.0,0.0,0.0,0.0079,Light,continue,Missing,Ensemble Tree
Occupancy.csv,Extra Tree Classifier,0.7682,0.0,0.0,0.0,0.0135,CO2,continue,Missing,Single Tree
Occupancy.csv,Gradient Boosting Classifier,0.7682,0.0,0.0,0.0,0.5,CO2,continue,Missing,Ensemble Tree
Occupancy.csv,K-Neighborg Classifier,0.9888,0.9661,0.9864,0.9761,0.455,HumidityRatio,continue,Missing,Neighborg based
Occupancy.csv,MLP Classifier,0.9895,0.9615,0.9948,0.9778,0.0942,HumidityRatio,continue,Missing,Neural Networks
Occupancy.csv,Ada Boost Classifier,0.7682,0.0,0.0,0.0,0.5,HumidityRatio,continue,Missing,Ensemble Tree
